26 73|56 75|19 85|8 63|52 42|16 86|9 89|77 32|47 20|26 62|58 86|65 95|95 21|18 67|22 76|51 41|
62 79|65 55|67 49|1 5|37 55|17 82|22 98|77 39|23 90|6 86|31 42|64 90|33 50|43 64|26 36|23 92|
79 38|55 35|49 33|5 99|55 63|82 83|98 78|39 23|90 77|86 94|42 69|90 36|50 67|64 57|36 74|92 77|
61 85|43 71|38 29|61 31|23 99|46 30|58 69|98 13|27 97|91 22|64 64|98 75|89 74|32 95|69 72|70 72|
39 85|57 71|62 29|39 31|77 99|54 30|42 69|2 13|73 97|9 22|36 64|2 75|11 74|68 95|31 72|30 72|
61 15|43 29|38 71|61 69|23 1|46 70|58 31|98 87|27 3|91 78|64 36|98 25|89 26|32 5|69 28|70 28|
85 61|71 43|29 38|31 61|99 23|30 46|69 58|13 98|97 27|22 91|64 64|75 98|74 89|95 32|72 69|72 70|
85 39|71 57|29 62|31 39|99 77|30 54|69 42|13 2|97 73|22 9|64 36|75 2|74 11|95 68|72 31|72 30|
39 15|57 29|62 71|39 69|77 1|54 70|42 31|2 87|73 3|9 78|36 36|2 25|11 26|68 5|31 28|30 28|
15 61|29 43|71 38|69 61|1 23|70 46|31 58|87 98|3 27|78 91|36 64|25 98|26 89|5 32|28 69|28 70|
32 51|4 92|69 60|21 2|53 15|91 0|61 55|12 40|17 40|16 64|33 54|81 67|1 97|0 34|35 20|36 21|
68 51|96 92|31 60|79 2|47 15|9 0|39 55|88 40|83 40|84 64|67 54|19 67|99 97|100 34|65 20|64 21|
32 49|4 8|69 40|21 98|53 85|91 100|61 45|12 60|17 60|16 36|33 46|81 33|1 3|0 66|35 80|36 79|
51 32|92 4|60 69|2 21|15 53|0 91|55 61|40 12|40 17|64 16|54 33|67 81|97 1|34 0|20 35|21 36|
51 68|92 96|60 31|2 79|15 47|0 9|55 39|40 88|40 83|64 84|54 67|67 19|97 99|34 100|20 65|21 64|
68 49|96 8|31 40|79 98|47 85|9 100|39 45|88 60|83 60|84 36|67 46|19 33|99 3|100 66|65 80|64 79|
49 32|8 4|40 69|98 21|85 53|100 91|45 61|60 12|60 17|36 16|46 33|33 81|3 1|66 0|80 35|79 36|
20 81|63 48|24 48|6 47|26 54|72 42|93 35|61 63|53 36|62 91|14 85|61 46|67 6|0 95|54 35|71 42|
80 81|37 48|76 48|94 47|74 54|28 42|7 35|39 63|47 36|38 91|86 85|39 46|33 6|100 95|46 35|29 42|
20 19|63 52|24 52|6 53|26 46|72 58|93 65|61 37|53 64|62 9|14 15|61 54|67 94|0 5|54 65|71 58|
81 20|48 63|48 24|47 6|54 26|42 72|35 93|63 61|36 53|91 62|85 14|46 61|6 67|95 0|35 54|42 71|
81 80|48 37|48 76|47 94|54 74|42 28|35 7|63 39|36 47|91 38|85 86|46 39|6 33|95 100|35 46|42 29|
80 19|37 52|76 52|94 53|74 46|28 58|7 65|39 37|47 64|38 9|86 15|39 54|33 94|100 5|46 65|29 58|
19 20|52 63|52 24|53 6|46 26|58 72|65 93|37 61|64 53|9 62|15 14|54 61|94 67|5 0|65 54|58 71|
48 10|28 65|48 68|11 70|96 81|50 19|97 48|86 66|68 50|87 62|61 55|62 63|51 29|29 65|41 66|86 67|
52 10|72 65|52 68|89 70|4 81|50 19|3 48|14 66|32 50|13 62|39 55|38 63|49 29|71 65|59 66|14 67|
48 90|28 35|48 32|11 30|96 19|50 81|97 52|86 34|68 50|87 38|61 45|62 37|51 71|29 35|41 34|86 33|
10 48|65 28|68 48|70 11|81 96|19 50|48 97|66 86|50 68|62 87|55 61|63 62|29 51|65 29|66 41|67 86|
10 52|65 72|68 52|70 89|81 4|19 50|48 3|66 14|50 32|62 13|55 39|63 38|29 49|65 71|66 59|67 14|
52 90|72 35|52 32|89 30|4 19|50 81|3 52|14 34|32 50|13 38|39 45|38 37|49 71|71 35|59 34|14 33|
90 48|35 28|32 48|30 11|19 96|81 50|52 97|34 86|50 68|38 87|45 61|37 62|71 51|35 29|34 41|33 86|
36 36|41 59|13 95|37 72|46 35|87 82|32 67|61 3|52 56|27 67|36 70|8 27|54 18|24 74|40 59|65 72|
64 36|59 59|87 95|63 72|54 35|13 82|68 67|39 3|48 56|73 67|64 70|92 27|46 18|76 74|60 59|35 72|
36 64|41 41|13 5|37 28|46 65|87 18|32 33|61 97|52 44|27 33|36 30|8 73|54 82|24 26|40 41|65 28|
36 36|59 41|95 13|72 37|35 46|82 87|67 32|3 61|56 52|67 27|70 36|27 8|18 54|74 24|59 40|72 65|
36 64|59 59|95 87|72 63|35 54|82 13|67 68|3 39|56 48|67 73|70 64|27 92|18 46|74 76|59 60|72 35|
64 64|59 41|87 5|63 28|54 65|13 18|68 33|39 97|48 44|73 33|64 30|92 73|46 82|76 26|60 41|35 28|
64 36|41 41|5 13|28 37|65 46|18 87|33 32|97 61|44 52|33 27|30 36|73 8|82 54|26 24|41 40|28 65|
27 80|58 49|84 39|81 68|4 87|7 86|46 44|54 76|34 24|93 15|52 44|21 18|55 77|0 1|83 42|88 28|
73 80|42 49|16 39|19 68|96 87|93 86|54 44|46 76|66 24|7 15|48 44|79 18|45 77|100 1|17 42|12 28|
27 20|58 51|84 61|81 32|4 13|7 14|46 56|54 24|34 76|93 85|52 56|21 82|55 23|0 99|83 58|88 72|
80 27|49 58|39 84|68 81|87 4|86 7|44 46|76 54|24 34|15 93|44 52|18 21|77 55|1 0|42 83|28 88|
80 73|49 42|39 16|68 19|87 96|86 93|44 54|76 46|24 66|15 7|44 48|18 79|77 45|1 100|42 17|28 12|
73 20|42 51|16 61|19 32|96 13|93 14|54 56|46 24|66 76|7 85|48 56|79 82|45 23|100 99|17 58|12 72|
20 27|51 58|61 84|32 81|13 4|14 7|56 46|24 54|76 34|85 93|56 52|82 21|23 55|99 0|58 83|72 88|
11 93|32 38|15 30|54 65|4 11|31 74|94 95|22 36|97 98|59 54|30 63|91 22|85 67|29 35|52 63|83 83|
89 93|68 38|85 30|46 65|96 11|69 74|6 95|78 36|3 98|41 54|70 63|9 22|15 67|71 35|48 63|17 83|
11 7|32 62|15 70|54 35|4 89|31 26|94 5|22 64|97 2|59 46|30 37|91 78|85 33|29 65|52 37|83 17|
93 11|38 32|30 15|65 54|11 4|74 31|95 94|36 22|98 97|54 59|63 30|22 91|67 85|35 29|63 52|83 83|
93 89|38 68|30 85|65 46|11 96|74 69|95 6|36 78|98 3|54 41|63 70|22 9|67 15|35 71|63 48|83 17|
89 7|68 62|85 70|46 35|96 89|69 26|6 5|78 64|3 2|41 46|70 37|9 78|15 33|71 65|48 37|17 17|
7 11|62 32|70 15|35 54|89 4|26 31|5 94|64 22|2 97|46 59|37 30|78 91|33 85|65 29|37 52|17 83|
45 48|93 11|58 49|57 56|67 26|44 32|1 57|39 49|75 74|16 3|36 22|73 38|68 22|20 8|27 17|66 31|
55 48|7 11|42 49|43 56|33 26|56 32|99 57|61 49|25 74|84 3|64 22|27 38|32 22|80 8|73 17|34 31|
45 52|93 89|58 51|57 44|67 74|44 68|1 43|39 51|75 26|16 97|36 78|73 62|68 78|20 92|27 83|66 69|
48 45|11 93|49 58|56 57|26 67|32 44|57 1|49 39|74 75|3 16|22 36|38 73|22 68|8 20|17 27|31 66|
48 55|11 7|49 42|56 43|26 33|32 56|57 99|49 61|74 25|3 84|22 64|38 27|22 32|8 80|17 73|31 34|
55 52|7 89|42 51|43 44|33 74|56 68|99 43|61 51|25 26|84 97|64 78|27 62|32 78|80 92|73 83|34 69|
52 45|89 93|51 58|44 57|74 67|68 44|43 1|51 39|26 75|97 16|78 36|62 73|78 68|92 20|83 27|69 66|
40 35|19 31|57 82|86 76|67 71|48 36|0 22|27 87|63 91|0 98|83 8|48 80|56 84|5 96|38 85|69 72|
60 35|81 31|43 82|14 76|33 71|52 36|100 22|73 87|37 91|100 98|17 8|52 80|44 84|95 96|62 85|31 72|
40 65|19 69|57 18|86 24|67 29|48 64|0 78|27 13|63 9|0 2|83 92|48 20|56 16|5 4|38 15|69 28|
35 40|31 19|82 57|76 86|71 67|36 48|22 0|87 27|91 63|98 0|8 83|80 48|84 56|96 5|85 38|72 69|
35 60|31 81|82 43|76 14|71 33|36 52|22 100|87 73|91 37|98 100|8 17|80 52|84 44|96 95|85 62|72 31|
60 65|81 69|43 18|14 24|33 29|52 64|100 78|73 13|37 9|100 2|17 92|52 20|44 16|95 4|62 15|31 28|
65 40|69 19|18 57|24 86|29 67|64 48|78 0|13 27|9 63|2 0|92 83|20 48|16 56|4 5|15 38|28 69|
6 4|25 37|51 43|56 66|86 13|21 23|3 48|89 69|21 69|32 94|94 71|95 5|68 38|0 49|22 71|51 41|
94 4|75 37|49 43|44 66|14 13|79 23|97 48|11 69|79 69|68 94|6 71|5 5|32 38|100 49|78 71|49 41|
6 96|25 63|51 57|56 34|86 87|21 77|3 52|89 31|21 31|32 6|94 29|95 95|68 62|0 51|22 29|51 59|
4 6|37 25|43 51|66 56|13 86|23 21|48 3|69 89|69 21|94 32|71 94|5 95|38 68|49 0|71 22|41 51|
4 94|37 75|43 49|66 44|13 14|23 79|48 97|69 11|69 79|94 68|71 6|5 5|38 32|49 100|71 78|41 49|
94 96|75 63|49 57|44 34|14 87|79 77|97 52|11 31|79 31|68 6|6 29|5 95|32 62|100 51|78 29|49 59|
96 6|63 25|57 51|34 56|87 86|77 21|52 3|31 89|31 21|6 32|29 94|95 95|62 68|51 0|29 22|59 51|
16 19|48 95|36 66|28 46|49 91|64 90|8 93|30 81|50 89|71 32|54 66|90 3|39 78|29 47|35 65|51 88|
84 19|52 95|64 66|72 46|51 91|36 90|92 93|70 81|50 89|29 32|46 66|10 3|61 78|71 47|65 65|49 88|
16 81|48 5|36 34|28 54|49 9|64 10|8 7|30 19|50 11|71 68|54 34|90 97|39 22|29 53|35 35|51 12|
19 16|95 48|66 36|46 28|91 49|90 64|93 8|81 30|89 50|32 71|66 54|3 90|78 39|47 29|65 35|88 51|
19 84|95 52|66 64|46 72|91 51|90 36|93 92|81 70|89 50|32 29|66 46|3 10|78 61|47 71|65 65|88 49|
84 81|52 5|64 34|72 54|51 9|36 10|92 7|70 19|50 11|29 68|46 34|10 97|61 22|71 53|65 35|49 12|
81 16|5 48|34 36|54 28|9 49|10 64|7 8|19 30|11 50|68 71|34 54|97 90|22 39|53 29|35 35|12 51|
50 90|48 70|5 6|32 54|47 94|90 96|91 35|81 57|49 68|25 28|74 73|30 46|87 92|0 0|24 26|44 99|
50 90|52 70|95 6|68 54|53 94|10 96|9 35|19 57|51 68|75 28|26 73|70 46|13 92|100 0|76 26|56 99|
50 10|48 30|5 94|32 46|47 6|90 4|91 65|81 43|49 32|25 72|74 27|30 54|87 8|0 100|24 74|44 1|
90 50|70 48|6 5|54 32|94 47|96 90|35 91|57 81|68 49|28 25|73 74|46 30|92 87|0 0|26 24|99 44|
90 50|70 52|6 95|54 68|94 53|96 10|35 9|57 19|68 51|28 75|73 26|46 70|92 13|0 100|26 76|99 56|
50 10|52 30|95 94|68 46|53 6|10 4|9 65|19 43|51 32|75 72|26 27|70 54|13 8|100 100|76 74|56 1|
10 50|30 48|94 5|46 32|6 47|4 90|65 91|43 81|32 49|72 25|27 74|54 30|8 87|100 0|74 24|1 44|
33 85|83 52|14 34|13 27|90 59|70 26|15 54|41 69|0 12|94 8|82 19|64 49|41 53|12 25|60 47|79 47|
67 85|17 52|86 34|87 27|10 59|30 26|85 54|59 69|100 12|6 8|18 19|36 49|59 53|88 25|40 47|21 47|
33 15|83 48|14 66|13 73|90 41|70 74|15 46|41 31|0 88|94 92|82 81|64 51|41 47|12 75|60 53|79 53|
85 33|52 83|34 14|27 13|59 90|26 70|54 15|69 41|12 0|8 94|19 82|49 64|53 41|25 12|47 60|47 79|
85 67|52 17|34 86|27 87|59 10|26 30|54 85|69 59|12 100|8 6|19 18|49 36|53 59|25 88|47 40|47 21|
67 15|17 48|86 66|87 73|10 41|30 74|85 46|59 31|100 88|6 92|18 81|36 51|59 47|88 75|40 53|21 53|
15 33|48 83|66 14|73 13|41 90|74 70|46 15|31 41|88 0|92 94|81 82|51 64|47 41|75 12|53 60|53 79|
99 46|46 3|83 38|89 4|55 30|61 64|64 77|88 7|68 41|36 15|42 1|29 20|0 35|41 0|59 58|84 20|
1 46|54 3|17 38|11 4|45 30|39 64|36 77|12 7|32 41|64 15|58 1|71 20|100 35|59 0|41 58|16 20|
99 54|46 97|83 62|89 96|55 70|61 36|64 23|88 93|68 59|36 85|42 99|29 80|0 65|41 100|59 42|84 80|
46 99|3 46|38 83|4 89|30 55|64 61|77 64|7 88|41 68|15 36|1 42|20 29|35 0|0 41|58 59|20 84|
46 1|3 54|38 17|4 11|30 45|64 39|77 36|7 12|41 32|15 64|1 58|20 71|35 100|0 59|58 41|20 16|
1 54|54 97|17 62|11 96|45 70|39 36|36 23|12 93|32 59|64 85|58 99|71 80|100 65|59 100|41 42|16 80|
54 99|97 46|62 83|96 89|70 55|36 61|23 64|93 88|59 68|85 36|99 42|80 29|65 0|100 41|42 59|80 84|
13 74|36 68|56 67|74 19|94 78|7 2|7 77|98 10|42 17|66 43|89 62|46 23|68 44|5 0|11 7|70 25|
87 74|64 68|44 67|26 19|6 78|93 2|93 77|2 10|58 17|34 43|11 62|54 23|32 44|95 0|89 7|30 25|
13 26|36 32|56 33|74 81|94 22|7 98|7 23|98 90|42 83|66 57|89 38|46 77|68 56|5 100|11 93|70 75|
74 13|68 36|67 56|19 74|78 94|2 7|77 7|10 98|17 42|43 66|62 89|23 46|44 68|0 5|7 11|25 70|
74 87|68 64|67 44|19 26|78 6|2 93|77 93|10 2|17 58|43 34|62 11|23 54|44 32|0 95|7 89|25 30|
87 26|64 32|44 33|26 81|6 22|93 98|93 23|2 90|58 83|34 57|11 38|54 77|32 56|95 100|89 93|30 75|
26 13|32 36|33 56|81 74|22 94|98 7|23 7|90 98|83 42|57 66|38 89|77 46|56 68|100 5|93 11|75 70|
27 67|52 75|43 11|0 1|78 55|95 3|17 76|10 79|61 89|14 5|48 80|49 12|94 45|0 84|20 71|22 70|
73 67|48 75|57 11|100 1|22 55|5 3|83 76|90 79|39 89|86 5|52 80|51 12|6 45|100 84|80 71|78 70|
27 33|52 25|43 89|0 99|78 45|95 97|17 24|10 21|61 11|14 95|48 20|49 88|94 55|0 16|20 29|22 30|
67 27|75 52|11 43|1 0|55 78|3 95|76 17|79 10|89 61|5 14|80 48|12 49|45 94|84 0|71 20|70 22|
67 73|75 48|11 57|1 100|55 22|3 5|76 83|79 90|89 39|5 86|80 52|12 51|45 6|84 100|71 80|70 78|
73 33|48 25|57 89|100 99|22 45|5 97|83 24|90 21|39 11|86 95|52 20|51 88|6 55|100 16|80 29|78 30|
33 27|25 52|89 43|99 0|45 78|97 95|24 17|21 10|11 61|95 14|20 48|88 49|55 94|16 0|29 20|30 22|
91 4|58 48|45 70|15 48|56 61|69 91|60 61|50 58|11 93|22 83|48 74|51 54|4 38|0 35|39 73|57 50|
9 4|42 48|55 70|85 48|44 61|31 91|40 61|50 58|89 93|78 83|52 74|49 54|96 38|100 35|61 73|43 50|
91 96|58 52|45 30|15 52|56 39|69 9|60 39|50 42|11 7|22 17|48 26|51 46|4 62|0 65|39 27|57 50|
4 91|48 58|70 45|48 15|61 56|91 69|61 60|58 50|93 11|83 22|74 48|54 51|38 4|35 0|73 39|50 57|
4 9|48 42|70 55|48 85|61 44|91 31|61 40|58 50|93 89|83 78|74 52|54 49|38 96|35 100|73 61|50 43|
9 96|42 52|55 30|85 52|44 39|31 9|40 39|50 42|89 7|78 17|52 26|49 46|96 62|100 65|61 27|43 50|
96 91|52 58|30 45|52 15|39 56|9 69|39 60|42 50|7 11|17 22|26 48|46 51|62 4|65 0|27 39|50 57|
82 73|0 91|75 17|9 76|29 16|24 69|9 30|25 64|97 92|18 24|97 11|86 82|68 18|0 11|1 90|25 19|
18 73|100 91|25 17|91 76|71 16|76 69|91 30|75 64|3 92|82 24|3 11|14 82|32 18|100 11|99 90|75 19|
82 27|0 9|75 83|9 24|29 84|24 31|9 70|25 36|97 8|18 76|97 89|86 18|68 82|0 89|1 10|25 81|
73 82|91 0|17 75|76 9|16 29|69 24|30 9|64 25|92 97|24 18|11 97|82 86|18 68|11 0|90 1|19 25|
73 18|91 100|17 25|76 91|16 71|69 76|30 91|64 75|92 3|24 82|11 3|82 14|18 32|11 100|90 99|19 75|
18 27|100 9|25 83|91 24|71 84|76 31|91 70|75 36|3 8|82 76|3 89|14 18|32 82|100 89|99 10|75 81|
27 82|9 0|83 75|24 9|84 29|31 24|70 9|36 25|8 97|76 18|89 97|18 86|82 68|89 0|10 1|81 25|
39 67|61 81|47 49|7 94|2 26|62 99|61 86|80 24|56 76|74 45|74 55|79 62|76 58|0 24|0 97|56 74|
61 67|39 81|53 49|93 94|98 26|38 99|39 86|20 24|44 76|26 45|26 55|21 62|24 58|100 24|100 97|44 74|
39 33|61 19|47 51|7 6|2 74|62 1|61 14|80 76|56 24|74 55|74 45|79 38|76 42|0 76|0 3|56 26|
67 39|81 61|49 47|94 7|26 2|99 62|86 61|24 80|76 56|45 74|55 74|62 79|58 76|24 0|97 0|74 56|
67 61|81 39|49 53|94 93|26 98|99 38|86 39|24 20|76 44|45 26|55 26|62 21|58 24|24 100|97 100|74 44|
61 33|39 19|53 51|93 6|98 74|38 1|39 14|20 76|44 24|26 55|26 45|21 38|24 42|100 76|100 3|44 26|
33 39|19 61|51 47|6 7|74 2|1 62|14 61|76 80|24 56|55 74|45 74|38 79|42 76|76 0|3 0|26 56|
38 48|31 45|8 78|35 76|1 18|26 76|19 34|12 27|39 77|92 22|76 88|32 38|28 38|32 39|33 44|41 42|
62 48|69 45|92 78|65 76|99 18|74 76|81 34|88 27|61 77|8 22|24 88|68 38|72 38|68 39|67 44|59 42|
38 52|31 55|8 22|35 24|1 82|26 24|19 66|12 73|39 23|92 78|76 12|32 62|28 62|32 61|33 56|41 58|
48 38|45 31|78 8|76 35|18 1|76 26|34 19|27 12|77 39|22 92|88 76|38 32|38 28|39 32|44 33|42 41|
48 62|45 69|78 92|76 65|18 99|76 74|34 81|27 88|77 61|22 8|88 24|38 68|38 72|39 68|44 67|42 59|
62 52|69 55|92 22|65 24|99 82|74 24|81 66|88 73|61 23|8 78|24 12|68 62|72 62|68 61|67 56|59 58|
52 38|55 31|22 8|24 35|82 1|24 26|66 19|73 12|23 39|78 92|12 76|62 32|62 28|61 32|56 33|58 41|
11 68|7 4|25 48|71 63|10 54|79 68|67 53|29 38|20 54|13 24|2 74|66 55|93 6|0 77|15 53|24 45|
89 68|93 4|75 48|29 63|90 54|21 68|33 53|71 38|80 54|87 24|98 74|34 55|7 6|100 77|85 53|76 45|
11 32|7 96|25 52|71 37|10 46|79 32|67 47|29 62|20 46|13 76|2 26|66 45|93 94|0 23|15 47|24 55|
68 11|4 7|48 25|63 71|54 10|68 79|53 67|38 29|54 20|24 13|74 2|55 66|6 93|77 0|53 15|45 24|
68 89|4 93|48 75|63 29|54 90|68 21|53 33|38 71|54 80|24 87|74 98|55 34|6 7|77 100|53 85|45 76|
89 32|93 96|75 52|29 37|90 46|21 32|33 47|71 62|80 46|87 76|98 26|34 45|7 94|100 23|85 47|76 55|
32 11|96 7|52 25|37 71|46 10|32 79|47 67|62 29|46 20|76 13|26 2|45 66|94 93|23 0|47 15|55 24|
49 10|86 79|57 23|96 93|54 37|88 14|72 55|21 45|9 80|8 82|80 60|21 43|19 6|43 0|68 20|87 80|
51 10|14 79|43 23|4 93|46 37|12 14|28 55|79 45|91 80|92 82|20 60|79 43|81 6|57 0|32 20|13 80|
49 90|86 21|57 77|96 7|54 63|88 86|72 45|21 55|9 20|8 18|80 40|21 57|19 94|43 100|68 80|87 20|
10 49|79 86|23 57|93 96|37 54|14 88|55 72|45 21|80 9|82 8|60 80|43 21|6 19|0 43|20 68|80 87|
10 51|79 14|23 43|93 4|37 46|14 12|55 28|45 79|80 91|82 92|60 20|43 79|6 81|0 57|20 32|80 13|
51 90|14 21|43 77|4 7|46 63|12 86|28 45|79 55|91 20|92 18|20 40|79 57|81 94|57 100|32 80|13 20|
90 49|21 86|77 57|7 96|63 54|86 88|45 72|55 21|20 9|18 8|40 80|57 21|94 19|100 43|80 68|20 87|
63 21|15 71|81 30|72 3|34 36|75 67|78 44|97 90|4 80|27 39|28 27|75 69|12 24|0 85|22 26|74 0|
37 21|85 71|19 30|28 3|66 36|25 67|22 44|3 90|96 80|73 39|72 27|25 69|88 24|100 85|78 26|26 0|
63 79|15 29|81 70|72 97|34 64|75 33|78 56|97 10|4 20|27 61|28 73|75 31|12 76|0 15|22 74|74 100|
21 63|71 15|30 81|3 72|36 34|67 75|44 78|90 97|80 4|39 27|27 28|69 75|24 12|85 0|26 22|0 74|
21 37|71 85|30 19|3 28|36 66|67 25|44 22|90 3|80 96|39 73|27 72|69 25|24 88|85 100|26 78|0 26|
37 79|85 29|19 70|28 97|66 64|25 33|22 56|3 10|96 20|73 61|72 73|25 31|88 76|100 15|78 74|26 100|
79 63|29 15|70 81|97 72|64 34|33 75|56 78|10 97|20 4|61 27|73 28|31 75|76 12|15 0|74 22|100 74|
11 18|38 65|85 64|91 13|53 73|85 43|65 80|7 53|48 45|96 1|21 26|92 10|39 33|0 10|28 61|38 31|
89 18|62 65|15 64|9 13|47 73|15 43|35 80|93 53|52 45|4 1|79 26|8 10|61 33|100 10|72 61|62 31|
11 82|38 35|85 36|91 87|53 27|85 57|65 20|7 47|48 55|96 99|21 74|92 90|39 67|0 90|28 39|38 69|
18 11|65 38|64 85|13 91|73 53|43 85|80 65|53 7|45 48|1 96|26 21|10 92|33 39|10 0|61 28|31 38|
18 89|65 62|64 15|13 9|73 47|43 15|80 35|53 93|45 52|1 4|26 79|10 8|33 61|10 100|61 72|31 62|
89 82|62 35|15 36|9 87|47 27|15 57|35 20|93 47|52 55|4 99|79 74|8 90|61 67|100 90|72 39|62 69|
82 11|35 38|36 85|87 91|27 53|57 85|20 65|47 7|55 48|99 96|74 21|90 92|67 39|90 0|39 28|69 38|
48 79|56 95|34 89|66 27|66 60|25 5|75 93|77 19|86 10|55 91|35 25|51 80|82 94|40 42|64 62|67 92|
52 79|44 95|66 89|34 27|34 60|75 5|25 93|23 19|14 10|45 91|65 25|49 80|18 94|60 42|36 62|33 92|
48 21|56 5|34 11|66 73|66 40|25 95|75 7|77 81|86 90|55 9|35 75|51 20|82 6|40 58|64 38|67 8|
79 48|95 56|89 34|27 66|60 66|5 25|93 75|19 77|10 86|91 55|25 35|80 51|94 82|42 40|62 64|92 67|
79 52|95 44|89 66|27 34|60 34|5 75|93 25|19 23|10 14|91 45|25 65|80 49|94 18|42 60|62 36|92 33|
52 21|44 5|66 11|34 73|34 40|75 95|25 7|23 81|14 90|45 9|65 75|49 20|18 6|60 58|36 38|33 8|
21 48|5 56|11 34|73 66|40 66|95 25|7 75|81 77|90 86|9 55|75 35|20 51|6 82|58 40|38 64|8 67|
75 67|88 70|92 70|29 80|49 78|98 27|83 91|41 75|48 45|34 41|10 32|5 84|68 48|0 85|36 75|50 77|
25 67|12 70|8 70|71 80|51 78|2 27|17 91|59 75|52 45|66 41|90 32|95 84|32 48|100 85|64 75|50 77|
75 33|88 30|92 30|29 20|49 22|98 73|83 9|41 25|48 55|34 59|10 68|5 16|68 52|0 15|36 25|50 23|
67 75|70 88|70 92|80 29|78 49|27 98|91 83|75 41|45 48|41 34|32 10|84 5|48 68|85 0|75 36|77 50|
67 25|70 12|70 8|80 71|78 51|27 2|91 17|75 59|45 52|41 66|32 90|84 95|48 32|85 100|75 64|77 50|
25 33|12 30|8 30|71 20|51 22|2 73|17 9|59 25|52 55|66 59|90 68|95 16|32 52|100 15|64 25|50 23|
33 75|30 88|30 92|20 29|22 49|73 98|9 83|25 41|55 48|59 34|68 10|16 5|52 68|15 0|25 36|23 50|
74 31|53 22|36 19|63 85|63 86|51 29|46 8|48 13|66 83|97 90|6 2|18 6|87 1|3 0|7 3|64 83|
26 31|47 22|64 19|37 85|37 86|49 29|54 8|52 13|34 83|3 90|94 2|82 6|13 1|97 0|93 3|36 83|
74 69|53 78|36 81|63 15|63 14|51 71|46 92|48 87|66 17|97 10|6 98|18 94|87 99|3 100|7 97|64 17|
31 74|22 53|19 36|85 63|86 63|29 51|8 46|13 48|83 66|90 97|2 6|6 18|1 87|0 3|3 7|83 64|
31 26|22 47|19 64|85 37|86 37|29 49|8 54|13 52|83 34|90 3|2 94|6 82|1 13|0 97|3 93|83 36|
26 69|47 78|64 81|37 15|37 14|49 71|54 92|52 87|34 17|3 10|94 98|82 94|13 99|97 100|93 97|36 17|
69 74|78 53|81 36|15 63|14 63|71 51|92 46|87 48|17 66|10 97|98 6|94 18|99 87|100 3|97 7|17 64|
84 29|12 52|46 18|98 29|74 63|2 84|63 65|41 16|46 24|96 68|4 79|83 30|9 0|0 88|6 51|43 23|
16 29|88 52|54 18|2 29|26 63|98 84|37 65|59 16|54 24|4 68|96 79|17 30|91 0|100 88|94 51|57 23|
84 71|12 48|46 82|98 71|74 37|2 16|63 35|41 84|46 76|96 32|4 21|83 70|9 100|0 12|6 49|43 77|
29 84|52 12|18 46|29 98|63 74|84 2|65 63|16 41|24 46|68 96|79 4|30 83|0 9|88 0|51 6|23 43|
29 16|52 88|18 54|29 2|63 26|84 98|65 37|16 59|24 54|68 4|79 96|30 17|0 91|88 100|51 94|23 57|
16 71|88 48|54 82|2 71|26 37|98 16|37 35|59 84|54 76|4 32|96 21|17 70|91 100|100 12|94 49|57 77|
71 84|48 12|82 46|71 98|37 74|16 2|35 63|84 41|76 46|32 96|21 4|70 83|100 9|12 0|49 6|77 43|
73 88|23 3|29 9|79 45|83 98|39 59|98 91|86 83|88 84|21 53|56 73|86 30|66 44|31 12|60 32|78 38|
27 88|77 3|71 9|21 45|17 98|61 59|2 91|14 83|12 84|79 53|44 73|14 30|34 44|69 12|40 32|22 38|
73 12|23 97|29 91|79 55|83 2|39 41|98 9|86 17|88 16|21 47|56 27|86 70|66 56|31 88|60 68|78 62|
88 73|3 23|9 29|45 79|98 83|59 39|91 98|83 86|84 88|53 21|73 56|30 86|44 66|12 31|32 60|38 78|
88 27|3 77|9 71|45 21|98 17|59 61|91 2|83 14|84 12|53 79|73 44|30 14|44 34|12 69|32 40|38 22|
27 12|77 97|71 91|21 55|17 2|61 41|2 9|14 17|12 16|79 47|44 27|14 70|34 56|69 88|40 68|22 62|
12 73|97 23|91 29|55 79|2 83|41 39|9 98|17 86|16 88|47 21|27 56|70 86|56 66|88 31|68 60|62 78|
71 35|1 34|72 38|82 51|80 23|96 85|84 60|48 51|36 61|67 10|94 24|65 4|77 22|4 35|47 50|73 42|
29 35|99 34|28 38|18 51|20 23|4 85|16 60|52 51|64 61|33 10|6 24|35 4|23 22|96 35|53 50|27 42|
71 65|1 66|72 62|82 49|80 77|96 15|84 40|48 49|36 39|67 90|94 76|65 96|77 78|4 65|47 50|73 58|
35 71|34 1|38 72|51 82|23 80|85 96|60 84|51 48|61 36|10 67|24 94|4 65|22 77|35 4|50 47|42 73|
35 29|34 99|38 28|51 18|23 20|85 4|60 16|51 52|61 64|10 33|24 6|4 35|22 23|35 96|50 53|42 27|
29 65|99 66|28 62|18 49|20 77|4 15|16 40|52 49|64 39|33 90|6 76|35 96|23 78|96 65|53 50|27 58|
65 71|66 1|62 72|49 82|77 80|15 96|40 84|49 48|39 36|90 67|76 94|96 65|78 77|65 4|50 47|58 73|
49 68|65 71|53 46|61 67|29 31|45 60|73 41|92 18|49 71|77 88|35 6|42 31|0 30|40 19|50 36|74 39|
51 68|35 71|47 46|39 67|71 31|55 60|27 41|8 18|51 71|23 88|65 6|58 31|100 30|60 19|50 36|26 39|
